행정구역별(읍면동),연령별,2019,2019,2019,2019,2019,2019,2019,2019
행정구역별(읍면동),연령별,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비
　　　봉화군,합계,"30,308","15,056","15,252",98.7,"29,830","14,890","14,940",99.7
　　　울진군,합계,"47,651","24,745","22,906",108.0,"45,565","22,951","22,614",101.5
　　　울릉군,합계,"8,704","4,848","3,856",125.7,"8,430","4,626","3,804",121.6
　　　읍부,합계,"509,697","256,954","252,743",101.7,"495,865","248,400","247,465",100.4
　　　면부,합계,"700,689","358,337","342,352",104.7,"663,389","330,065","333,324",99.0
　　　동부,합계,"2,136,823","1,088,601","1,048,222",103.9,"2,082,047","1,054,215","1,027,832",102.6
　　　진주시,합계,"354,166","176,860","177,306",99.7,"347,014","172,576","174,438",98.9
　　　통영시,합계,"129,931","67,013","62,918",106.5,"124,592","62,723","61,869",101.4
　　　사천시,합계,"111,110","57,277","53,833",106.4,"106,363","53,648","52,715",101.8
　　　김해시,합계,"549,331","282,374","266,957",105.8,"522,270","263,300","258,970",101.7
　　　밀양시,합계,"103,402","50,463","52,939",95.3,"99,277","48,632","50,645",96.0
　　　거제시,합계,"251,226","135,173","116,053",116.5,"240,640","127,498","113,142",112.7
　　　양산시,합계,"347,221","175,280","171,941",101.9,"338,292","169,497","168,795",100.4
　　　창원시,합계,"1,036,862","528,300","508,562",103.9,"1,015,638","515,032","500,606",102.9
　　　의창구,합계,"256,001","130,662","125,339",104.2,"250,901","127,671","123,230",103.6
　　　성산구,합계,"219,951","114,488","105,463",108.6,"214,760","110,853","103,907",106.7
　　　마산합포구,합계,"177,579","88,712","88,867",99.8,"174,434","86,830","87,604",99.1
　　　마산회원구,합계,"192,446","96,351","96,095",100.3,"189,575","94,740","94,835",99.9
　　　진해구,합계,"190,885","98,087","92,798",105.7,"185,968","94,938","91,030",104.3
　　　의령군,합계,"26,040","12,736","13,304",95.7,"24,990","12,093","12,897",93.8
　　　함안군,합계,"66,611","34,951","31,660",110.4,"61,765","31,041","30,724",101.0
　　　창녕군,합계,"62,370","31,701","30,669",103.4,"58,462","29,034","29,428",98.7
　　　고성군,합계,"50,887","25,867","25,020",103.4,"49,059","24,581","24,478",100.4
　　　남해군,합계,"42,169","20,688","21,481",96.3,"40,990","19,742","21,248",92.9
　　　하동군,합계,"42,583","21,017","21,566",97.5,"41,828","20,699","21,129",98.0
　　　산청군,합계,"33,579","16,247","17,332",93.7,"32,659","15,815","16,844",93.9
　　　함양군,합계,"37,384","18,088","19,296",93.7,"36,726","17,728","18,998",93.3
　　　거창군,합계,"59,888","29,499","30,389",97.1,"59,132","29,129","30,003",97.1
　　　합천군,합계,"42,449","20,358","22,091",92.2,"41,604","19,912","21,692",91.8
　　　읍부,합계,"151,015","78,247","72,768",107.5,"140,712","71,403","69,309",103.0
